video,time_hms,text
新三国01.mkv,0:00:04,东汉末年
新三国01.mkv,0:00:07,黄巾起义在爆发后的第八个月
新三国01.mkv,0:00:10,即告平息
新三国01.mkv,0:00:12,但积重难返的大汉王朝
新三国01.mkv,0:00:14,却并没有重获生机
新三国01.mkv,0:00:17,公元一八九年
新三国01.mkv,0:00:19,十四岁的汉少帝刘辩继位
新三国01.mkv,0:00:23,执掌外戚势力的大将军何进
新三国01.mkv,0:00:25,为了彻底剿除宦官势力
新三国01.mkv,0:00:27,听信袁绍的意见
新三国01.mkv,0:00:30,密令董卓统军进京
新三国01.mkv,0:00:33,三国这个长达一百多年
新三国01.mkv,0:00:36,混乱纷争的时代
新三国01.mkv,0:00:40,就这样拉开了序幕
新三国01.mkv,0:00:43,公元一八九年
新三国01.mkv,0:00:46,董卓废少帝刘辩
新三国01.mkv,0:00:48,立陈留王刘协继位
新三国01.mkv,0:00:52,是为汉献帝
新三国01.mkv,0:00:55,董卓被拜为相国
新三国01.mkv,0:00:57,权倾朝野
新三国01.mkv,0:00:57,天人共怒
新三国01.mkv,0:01:01,遂激起举国之义愤
新三国01.mkv,0:01:05,陛下有旨
新三国01.mkv,0:01:08,着百官恭送董相国出宫
新三国01.mkv,0:01:15,臣等恭送董相国出宫
新三国01.mkv,0:01:58,议政毕
新三国01.mkv,0:02:00,退朝
新三国01.mkv,0:02:18,禀大人
新三国01.mkv,0:02:20,今儿是司徒王允大人寿诞
新三国01.mkv,0:02:21,王大人已在府中备下酒席
新三国01.mkv,0:02:23,请大人赴宴
新三国01.mkv,0:02:26,王司徒请了董卓没有
新三国01.mkv,0:02:31,知道了请转告司徒大人
新三国01.mkv,0:02:33,老夫一定去赴宴一定去一定去
新三国01.mkv,0:03:01,小公公
新三国01.mkv,0:03:04,曹大人
新三国01.mkv,0:03:05,我都等了你半天了
新三国01.mkv,0:03:07,你就没有什么信
新三国01.mkv,0:03:10,要传给我吗
新三国01.mkv,0:03:17,你刚才对所有人
新三国01.mkv,0:03:18,都窃窃私语了一番
新三国01.mkv,0:03:21,却为何不对我说呢
新三国01.mkv,0:03:24,你是瞧不起我曹操吗
新三国01.mkv,0:03:37,太傅大人啊
新三国01.mkv,0:03:38,您看出来了吧
新三国01.mkv,0:03:41,王司徒寿宴所请之人
新三国01.mkv,0:03:43,全都是先皇的旧臣啊
新三国01.mkv,0:03:45,自然如此了
新三国01.mkv,0:03:46,在下以为
新三国01.mkv,0:03:48,王司徒此宴绝非是袁大人
新三国01.mkv,0:03:49,袁大人
新三国01.mkv,0:03:51,曹孟德
新三国01.mkv,0:03:53,在下先辞告退
新三国01.mkv,0:03:55,好请便告辞了告辞
新三国01.mkv,0:03:59,大家都是同朝称臣
新三国01.mkv,0:04:01,可是有些仁兄
新三国01.mkv,0:04:04,却耻与我曹操为伍啊
新三国01.mkv,0:04:06,孟德果然有见识啊
新三国01.mkv,0:04:07,如蒙太傅不弃
新三国01.mkv,0:04:09,想与你为伍
新三国01.mkv,0:04:13,陪你走几步不知可否
新三国01.mkv,0:04:14,听凭尊意
新三国01.mkv,0:04:15,请
新三国01.mkv,0:04:18,袁太傅
新三国01.mkv,0:04:22,今日可是司徒王大人的寿诞吗
新三国01.mkv,0:04:24,孟德不光眼力好
新三国01.mkv,0:04:25,而且听力也不错
新三国01.mkv,0:04:27,你说那个
新三国01.mkv,0:04:29,替司徒大人传话的小黄门
新三国01.mkv,0:04:30,为什么把你们都请了去
新三国01.mkv,0:04:33,单单没有请我曹操呢
新三国01.mkv,0:04:34,要知道
新三国01.mkv,0:04:36,我是最敬重你们这些先皇旧臣了
新三国01.mkv,0:04:39,尤其是最敬重司徒王大人
新三国01.mkv,0:04:42,老夫回答你之前
新三国01.mkv,0:04:46,有一事也要请教足下
新三国01.mkv,0:04:47,请大人示下
新三国01.mkv,0:04:47,正如足下所说
新三国01.mkv,0:04:49,王司徒请宾客
新三国01.mkv,0:04:51,却为何偏不请你曹孟德呀
新三国01.mkv,0:04:58,问得好
新三国01.mkv,0:05:03,既然好那就请你不吝赐教了
新三国01.mkv,0:05:06,我想是因为
新三国01.mkv,0:05:09,那就是受邀者个个都是出自
新三国01.mkv,0:05:11,名门豪族世受皇恩
新三国01.mkv,0:05:15,而我曹操在你们眼里
新三国01.mkv,0:05:18,却是阉宦之后腌臜不堪
新三国01.mkv,0:05:19,一个卑贱之徒
新三国01.mkv,0:05:21,怎能与列位尊者为伍呢
新三国01.mkv,0:05:28,曹孟德能把话说到这个境界上
新三国01.mkv,0:05:29,已经很了不起了
新三国01.mkv,0:05:32,不过还有些原因
新三国01.mkv,0:05:38,袁大人真的要让我都说出来吗
新三国01.mkv,0:05:40,是你要与老夫同行的
新三国01.mkv,0:05:41,同行若不同道
新三国01.mkv,0:05:43,这与行尸走肉又有何异呢
新三国01.mkv,0:05:49,好那我就说了
新三国01.mkv,0:05:58,受邀者个个都是先皇旧臣
新三国01.mkv,0:06:00,也个个都是以王允为首的
新三国01.mkv,0:06:01,帝党心腹
新三国01.mkv,0:06:04,而我曹操在你们看起来
新三国01.mkv,0:06:10,却品行轻贱甘为鹰犬屈身事贼
新三国01.mkv,0:06:13,足下怎么不说了
新三国01.mkv,0:06:15,你接着往下说啊
新三国01.mkv,0:06:16,你怎么个轻贱法
新三国01.mkv,0:06:19,怎么个屈身法
新三国01.mkv,0:06:21,你做的是哪家的鹰犬
新三国01.mkv,0:06:24,你事的又是哪家的贼
新三国01.mkv,0:06:25,国贼董卓嘛
新三国01.mkv,0:06:28,你你你你小声点
新三国01.mkv,0:06:29,怎么了袁大人
新三国01.mkv,0:06:31,这国贼二字
新三国01.mkv,0:06:35,不是早就被你们这帮公卿大臣
新三国01.mkv,0:06:38,恨碎了牙操碎了心了吗
新三国01.mkv,0:06:41,怎么在这光天化日之下
新三国01.mkv,0:06:42,京师皇宫之中
新三国01.mkv,0:06:44,却不敢大声地说出来
新三国01.mkv,0:06:47,你们不是把金銮殿都视为圣地
新三国01.mkv,0:06:53,那么多道貌岸然的公卿大臣
新三国01.mkv,0:06:55,都噤若寒蝉胆战心惊
新三国01.mkv,0:07:00,这才让我真正地看到了
新三国01.mkv,0:07:03,什么是尊什么是卑
新三国01.mkv,0:07:05,看到了尊卑的别样意境
新三国01.mkv,0:07:08,一个小小的喷嚏
新三国01.mkv,0:07:10,却使自命清高者尽成鼠辈
新三国01.mkv,0:07:16,你你你
新三国01.mkv,0:07:30,大人来了请请请请请
新三国01.mkv,0:07:33,好好请请请
新三国01.mkv,0:07:37,请请大人您慢点走
新三国01.mkv,0:07:40,大人请请
新三国01.mkv,0:07:48,王公六十华诞在下恭喜拜寿
新三国01.mkv,0:07:52,多谢多谢请请请请好好
新三国01.mkv,0:07:55,请请请
新三国01.mkv,0:08:04,该来的都来了吗
新三国01.mkv,0:08:06,回老爷的话
新三国01.mkv,0:08:08,所请的宾客一个不少都来了
新三国01.mkv,0:08:12,好关闭大门熄掉灯笼
新三国01.mkv,0:08:14,停止奏乐
新三国01.mkv,0:08:17,不要惊动了巡夜的鹰犬
新三国01.mkv,0:08:20,遵命
新三国01.mkv,0:08:29,恭祝王公六十大寿
新三国01.mkv,0:08:31,列位请请
新三国01.mkv,0:08:39,好酒好酒好酒
新三国01.mkv,0:08:42,来来来来来
新三国01.mkv,0:09:09,开门迎客
新三国01.mkv,0:09:12,请请请
新三国01.mkv,0:09:16,老爷
新三国01.mkv,0:09:19,有一人自称是骁骑校尉曹操
新三国01.mkv,0:09:22,不请自到非要给你拜寿
新三国01.mkv,0:09:25,曹操
新三国01.mkv,0:09:27,曹阿瞒真是太无礼了
新三国01.mkv,0:09:31,近乎厚颜无耻啊
新三国01.mkv,0:09:32,董卓一进京
新三国01.mkv,0:09:34,曹操就拜入董贼门下
新三国01.mkv,0:09:36,卑躬屈膝邀宠献媚
新三国01.mkv,0:09:38,简直是丢尽了仕子人臣的脸面啊
新三国01.mkv,0:09:43,是啊开头他还是隔日一朝拜
新三国01.mkv,0:09:45,可是现在呢竟然是晨安暮省
新三国01.mkv,0:09:47,紧紧跟随
新三国01.mkv,0:09:50,他实为相府之鹰犬
新三国01.mkv,0:09:52,这个人啊
新三国01.mkv,0:09:53,我看简直就像是董卓的干儿子
新三国01.mkv,0:09:56,禀司徒大人
新三国01.mkv,0:09:59,曹操此行必是来替董卓当耳目
新三国01.mkv,0:10:00,打探消息的
新三国01.mkv,0:10:02,是啊大人赶快将他撵走吧
新三国01.mkv,0:10:04,将他赶出去吧将他赶走
新三国01.mkv,0:10:06,对对对
新三国01.mkv,0:10:09,未必
新三国01.mkv,0:10:13,据老夫看来
新三国01.mkv,0:10:15,曹操这个人
新三国01.mkv,0:10:18,不像是董卓的鹰犬之辈
新三国01.mkv,0:10:22,起码他不甘于沦为此辈
新三国01.mkv,0:10:24,曹操这个人啊
新三国01.mkv,0:10:27,一向有大志
新三国01.mkv,0:10:30,表面趋奉暗中韬晦
新三国01.mkv,0:10:34,在心腹之间
新三国01.mkv,0:10:38,恐怕别有所图啊
新三国01.mkv,0:10:41,是啊大人说得有道理是啊是啊
新三国01.mkv,0:10:43,话又说回来了
新三国01.mkv,0:10:45,人家口口声声
新三国01.mkv,0:10:47,是说来给我拜寿的
新三国01.mkv,0:10:52,我岂能将贺客逐出门外呢
新三国01.mkv,0:10:55,管家啊在
新三国01.mkv,0:10:59,在门旁增设一末席
新三国01.mkv,0:11:02,置小几一张小盏一具
新三国01.mkv,0:11:06,赐曹操入席吧
新三国01.mkv,0:11:07,是
新三国01.mkv,0:11:12,曹大人
新三国01.mkv,0:11:15,司徒大人请曹大人赴宴
新三国01.mkv,0:11:17,带路
新三国01.mkv,0:11:20,请曹大人请
新三国01.mkv,0:11:29,晚生曹操
新三国01.mkv,0:11:33,恭祝司徒王公六十大寿
新三国01.mkv,0:11:37,多谢
新三国01.mkv,0:11:39,请入席吧
新三国01.mkv,0:11:43,这曹操太不知趣了他怎么来了
新三国01.mkv,0:11:59,曹操谢座
新三国01.mkv,0:12:03,列位请
新三国01.mkv,0:12:04,请请
新三国01.mkv,0:12:06,请
新三国01.mkv,0:12:11,好酒啊好酒好酒
新三国01.mkv,0:12:19,列位今天并不是老夫的生日
新三国01.mkv,0:12:24,相反是老夫的忌日啊
新三国01.mkv,0:12:32,老夫借生日之名
新三国01.mkv,0:12:37,把大家聚于寒舍
新三国01.mkv,0:12:39,是想告诉列位
新三国01.mkv,0:12:46,我四百年的大汉王朝
新三国01.mkv,0:12:51,已经到了最后的关头啊
新三国01.mkv,0:12:55,江山沦丧日月无光
新三国01.mkv,0:13:02,宗庙屠毁巨奸篡国
新三国01.mkv,0:13:09,天子受辱君臣蒙羞
新三国01.mkv,0:13:13,内有董贼横行于朝
新三国01.mkv,0:13:17,外有群雄称霸于野
新三国01.mkv,0:13:27,呜呼哀哉礼崩乐坏肝肠寸断啊
新三国01.mkv,0:13:32,还有哪董贼每夜都闯入皇宫
新三国01.mkv,0:13:34,夜宿龙榻任意奸淫嫔妃宫女
新三国01.mkv,0:13:39,行同禽兽啊
新三国01.mkv,0:13:52,曹操为何失笑
新三国01.mkv,0:13:56,晚辈是在笑
新三国01.mkv,0:14:02,满座大丈夫尽作女儿态
新三国01.mkv,0:14:05,你们就是从天黑哭到天明
新三国01.mkv,0:14:08,难道能把董贼哭死不成
新三国01.mkv,0:14:10,你有何能出言竟如此轻薄
新三国01.mkv,0:14:13,曹某不才
新三国01.mkv,0:14:17,弹指之间便可将董贼的首级取下
新三国01.mkv,0:14:18,悬于长乐宫门
新三国01.mkv,0:14:22,太狂妄了狂妄之极啊
新三国01.mkv,0:14:25,来人在
新三国01.mkv,0:14:27,将大胆狂徒曹阿瞒
新三国01.mkv,0:14:32,赶下大堂逐出府外
新三国01.mkv,0:14:33,下去起来
新三国01.mkv,0:14:34,走走
新三国01.mkv,0:14:36,且慢且慢
新三国01.mkv,0:14:38,司徒大人请听我一言
新三国01.mkv,0:14:40,说
新三国01.mkv,0:14:45,你这个人虽然迂腐
新三国01.mkv,0:14:49,但你府上的酒很不错
新三国01.mkv,0:14:52,你这么迂腐的人
新三国01.mkv,0:14:55,怎么配得上这么好的酒呢
新三国01.mkv,0:14:57,可惜可惜了
新三国01.mkv,0:14:58,叉下去
新三国01.mkv,0:15:00,下去把他拉下去
新三国01.mkv,0:15:00,可惜可惜好酒啦
新三国01.mkv,0:15:14,走吧你
新三国01.mkv,0:15:16,赶紧滚快滚滚吧
新三国01.mkv,0:15:24,鼠辈鼠辈鼠辈呀
新三国01.mkv,0:15:39,曹将军曹将军请留步
新三国01.mkv,0:15:51,曹将军
新三国01.mkv,0:15:54,眼皮一眨老母鸡变鸭
新三国01.mkv,0:15:57,怎么曹阿瞒又变成曹将军了
新三国01.mkv,0:16:01,世态炎凉转瞬间啊
新三国01.mkv,0:16:04,你这奴才有何话说
新三国01.mkv,0:16:06,曹将军我家主公
新三国01.mkv,0:16:09,令奴才再三向曹将军谢罪
新三国01.mkv,0:16:13,我家主公说
新三国01.mkv,0:16:14,宴席之上人多口杂
新三国01.mkv,0:16:18,取董卓头颅之事万万不可言及
新三国01.mkv,0:16:20,所以才佯作大怒
新三国01.mkv,0:16:22,将曹将军赶了出来
新三国01.mkv,0:16:24,这也是为了保护曹将军啊
新三国01.mkv,0:16:27,请将军到书房稍候
新三国01.mkv,0:16:29,待宾客散去
新三国01.mkv,0:16:30,我家主公自会亲来向你谢罪
新三国01.mkv,0:16:35,这倒是颇像王允的为人
新三国01.mkv,0:16:39,好吧那我就先到书房稍候
新三国01.mkv,0:16:42,不过酒席上的酒
新三国01.mkv,0:16:43,你得给我拿两壶
新三国01.mkv,0:16:44,不能让我枯坐
新三国01.mkv,0:16:47,管够管够
新三国01.mkv,0:16:57,孟德兄
新三国01.mkv,0:17:02,孟德兄久候了
新三国01.mkv,0:17:04,老夫深感不安
新三国01.mkv,0:17:08,谨此再拜深致歉意
新三国01.mkv,0:17:11,司徒大人太过客气了
新三国01.mkv,0:17:16,敢问公卿大臣们都走了吗
新三国01.mkv,0:17:17,刚刚离去
新三国01.mkv,0:17:21,适才席上人多老夫不便细叙
新三国01.mkv,0:17:27,请问孟德兄真有诛贼妙计吗
新三国01.mkv,0:17:29,当然
新三国01.mkv,0:17:31,请
新三国01.mkv,0:17:41,我曹操
新三国01.mkv,0:17:44,既非卖主求荣之徒
新三国01.mkv,0:17:46,更非虚言欺世之辈
新三国01.mkv,0:17:50,适才席间
新三国01.mkv,0:17:53,列位公卿实在是误解我了
新三国01.mkv,0:17:59,我屈身事贼实则是为了杀贼
新三国01.mkv,0:18:02,如何杀贼
新三国01.mkv,0:18:02,大人
新三国01.mkv,0:18:05,我已经完完全全地
新三国01.mkv,0:18:06,得到了国贼董卓的信任
新三国01.mkv,0:18:11,尽管相府甲士林立防范甚严
新三国01.mkv,0:18:15,我却可以无需禀报
新三国01.mkv,0:18:18,直达相府的内院
新三国01.mkv,0:18:21,只是这董卓
新三国01.mkv,0:18:24,内衣里总是穿着一件贴身的铠甲
新三国01.mkv,0:18:28,寻常的刀剑都不能伤他
新三国01.mkv,0:18:32,不知道大人是否还记得去年春上
新三国01.mkv,0:18:35,伍孚手持利刃刺杀董卓的事
新三国01.mkv,0:18:38,就是因为没有能够穿透铠甲
新三国01.mkv,0:18:41,这才功亏一篑惨遭灭族
新三国01.mkv,0:18:49,那孟德兄的意思是
新三国01.mkv,0:18:53,我是听说司徒大人的府上
新三国01.mkv,0:18:56,有一口祖传的七星宝刀
新三国01.mkv,0:18:58,能削金断玉锐不可当对吗
新三国01.mkv,0:19:03,如果大人能把这口宝刀借给我
新三国01.mkv,0:19:06,我愿意怀揣宝刀进入相府
新三国01.mkv,0:19:10,栖近董卓身旁
新三国01.mkv,0:19:13,寻机屠之如屠猪狗
新三国01.mkv,0:19:15,董卓一死
新三国01.mkv,0:19:18,西凉军群龙无首必定溃散
新三国01.mkv,0:19:22,那时大事弹指可定
新三国01.mkv,0:19:27,相府行刺
新三国01.mkv,0:19:31,如此来
新三国01.mkv,0:19:33,孟德兄自己不也是有去无回了吗
新三国01.mkv,0:19:40,志士为国除害
新三国01.mkv,0:19:43,岂能顾惜一己性命
新三国01.mkv,0:19:46,如果能把董卓的头颅
新三国01.mkv,0:19:48,挂在城门之上
新三国01.mkv,0:19:51,我曹操便可青史留名
新三国01.mkv,0:19:53,如果不能
新三国01.mkv,0:19:55,那么挂在城门上的
新三国01.mkv,0:19:57,就可能是我曹某的头颅
新三国01.mkv,0:20:01,但是即便如此我也在所不辞
新三国01.mkv,0:20:06,曹孟德曹将军
新三国01.mkv,0:20:11,如果你真能手刃巨贼
新三国01.mkv,0:20:16,那必然功盖天地万世不朽
新三国01.mkv,0:20:19,四百年大汉皇朝之命运
新三国01.mkv,0:20:23,此时此刻
新三国01.mkv,0:20:27,俱托付于孟德兄之手了
新三国01.mkv,0:20:32,那我就取刀了
新三国01.mkv,0:20:36,且慢
新三国01.mkv,0:20:39,孟德兄
新三国01.mkv,0:20:42,你以为它就是七星宝刀吗
新三国01.mkv,0:20:44,莫非它不是
新三国01.mkv,0:20:46,请稍候
新三国01.mkv,0:21:02,当世第一的宝刀
新三国01.mkv,0:21:04,竟然如此质朴无华
新三国01.mkv,0:21:06,世间奇珍异宝往往不在其表
新三国01.mkv,0:21:12,三日之内
新三国01.mkv,0:21:17,我要让它名垂青史血溅长虹
新三国01.mkv,0:21:21,四百年大汉王朝
新三国01.mkv,0:21:24,尽托于曹将军之手了
新三国01.mkv,0:22:10,骁骑校尉拜见相国
新三国01.mkv,0:22:12,大人请
新三国01.mkv,0:22:14,你们就不打算搜搜
新三国01.mkv,0:22:17,看我身上带没带兵刃
新三国01.mkv,0:22:19,那是对外人的
新三国01.mkv,0:22:19,您就不必拘礼了
新三国01.mkv,0:22:21,大人请
新三国01.mkv,0:22:57,相国恕罪曹操来迟了
新三国01.mkv,0:23:00,孟德来啦
新三国01.mkv,0:23:02,好好好
新三国01.mkv,0:23:03,来来来
新三国01.mkv,0:23:10,孟德我来给你引见一下
新三国01.mkv,0:23:14,这是我的义子吕布字奉先
新三国01.mkv,0:23:20,他是刚刚从西凉引军回京的
新三国01.mkv,0:23:22,吕布将军的威名
新三国01.mkv,0:23:24,在下早就如雷贯耳了
新三国01.mkv,0:23:26,世人云人中吕布马中赤兔
新三国01.mkv,0:23:30,再加上将军手里那杆方天画戟
新三国01.mkv,0:23:36,真可堪人间罕见天下无敌
新三国01.mkv,0:23:39,奉先啊听到了吧
新三国01.mkv,0:23:42,这个曹孟德这张嘴啊
新三国01.mkv,0:23:44,那才叫天下无敌呢
新三国01.mkv,0:23:48,孟德言过了
新三国01.mkv,0:23:50,吕布不敢当
新三国01.mkv,0:23:52,孟德啊
新三国01.mkv,0:23:53,你怎么才来呀
新三国01.mkv,0:23:54,我都等你半天了
新三国01.mkv,0:23:56,臣的座骑赢弱不堪
新三国01.mkv,0:24:00,因此迟到
新三国01.mkv,0:24:01,臣告罪
新三国01.mkv,0:24:04,你官拜骁骑校尉啊
新三国01.mkv,0:24:07,怎么连匹骏马都没有啊
新三国01.mkv,0:24:09,相国有所不知啊
新三国01.mkv,0:24:12,开春以来天下大旱
新三国01.mkv,0:24:17,眼下京师是人断粮谷马无草料
新三国01.mkv,0:24:19,臣的座骑快被生生地饿杀了
新三国01.mkv,0:24:24,那可不成那不成
新三国01.mkv,0:24:26,饿杀了谁也不能饿杀了
新三国01.mkv,0:24:28,你曹孟德的座骑啊
新三国01.mkv,0:24:32,我有刚刚进上来的西凉汗血马
新三国01.mkv,0:24:35,奉先啊
新三国01.mkv,0:24:36,你亲自去挑选一匹好马
新三国01.mkv,0:24:39,赠予孟德
新三国01.mkv,0:24:42,遵命
新三国01.mkv,0:24:44,有劳将军了
新三国01.mkv,0:24:48,谢相国
新三国01.mkv,0:24:51,孟德啊
新三国01.mkv,0:24:52,来来来
新三国01.mkv,0:24:55,咱们两个说个话
新三国01.mkv,0:25:05,孟德啊咱家问你
新三国01.mkv,0:25:07,你和那个袁绍袁本初熟吗
新三国01.mkv,0:25:12,臣和袁本初自小相识
新三国01.mkv,0:25:15,但臣和他尊卑不同
新三国01.mkv,0:25:19,袁绍这个王八蛋
新三国01.mkv,0:25:22,咱家进城那会儿就该把他宰了
新三国01.mkv,0:25:24,那个时候顾忌他名气大
新三国01.mkv,0:25:26,当时我一时心软
新三国01.mkv,0:25:28,就让这小子跑出了京师
新三国01.mkv,0:25:32,没想到啊
新三国01.mkv,0:25:34,他今天竟然纠集了十八路诸侯
新三国01.mkv,0:25:37,起兵反我
新三国01.mkv,0:25:39,相国休惊
新三国01.mkv,0:25:44,袁绍徒有虚名绝无大才
新三国01.mkv,0:25:45,十八镇诸侯
新三国01.mkv,0:25:46,也绝不是西凉军的对手
新三国01.mkv,0:25:50,相国只要遣吕布将军
新三国01.mkv,0:25:51,率三万铁骑
新三国01.mkv,0:25:53,定可大获全胜
新三国01.mkv,0:25:56,那是那是
新三国01.mkv,0:25:58,我除了吕奉先之外
新三国01.mkv,0:25:59,我还有李傕郭汜二将
新三国01.mkv,0:26:02,他们两个也是
新三国01.mkv,0:26:02,个个都有万夫不当之勇
新三国01.mkv,0:26:06,杀他十八路诸侯
新三国01.mkv,0:26:07,如同屠猪宰狗一般
新三国01.mkv,0:26:12,臣以为
新三国01.mkv,0:26:15,最重要的是有相国你
新三国01.mkv,0:26:17,相国带兵如韩信治国如萧何
新三国01.mkv,0:26:23,我大汉开国四百年
新三国01.mkv,0:26:25,何曾有过相国这样的
新三国01.mkv,0:26:29,经天纬地之才啊
新三国01.mkv,0:26:37,曹孟德啊曹孟德
新三国01.mkv,0:26:42,听你说话啊就是让人高兴
新三国01.mkv,0:26:46,孟德啊
新三国01.mkv,0:26:48,咱家想再问你个事
新三国01.mkv,0:26:50,相国示下
新三国01.mkv,0:26:54,咱家知道
新三国01.mkv,0:26:58,那些公卿大臣们表面敬我
新三国01.mkv,0:26:59,心里头是恨透了我
新三国01.mkv,0:27:00,恨不得把我的脑袋吊到城门之上
新三国01.mkv,0:27:07,你和这些公卿大臣们关系不错
新三国01.mkv,0:27:09,咱家问你
新三国01.mkv,0:27:12,袁绍起兵的消息传来以后
新三国01.mkv,0:27:16,这些个人有些什么异常举动
新三国01.mkv,0:27:19,太大的动静倒是没有
新三国01.mkv,0:27:23,前天晚上是王司徒六十大寿
新三国01.mkv,0:27:26,公卿大臣们都去赴宴了
新三国01.mkv,0:27:29,臣也不请自去
新三国01.mkv,0:27:31,想代相国去探一下他们的风声
新三国01.mkv,0:27:34,可是没料到
新三国01.mkv,0:27:35,被他们给叉出来了
新三国01.mkv,0:27:41,这些个家伙真是不是东西
新三国01.mkv,0:27:46,一个一个的坐食朝廷俸禄
新三国01.mkv,0:27:48,养得肥肥胖胖
新三国01.mkv,0:27:50,除了在心里头骂咱家之外
新三国01.mkv,0:27:51,没有什么别的本事
新三国01.mkv,0:27:54,咱家恨不得砍了他们的脑袋
新三国01.mkv,0:27:57,用他们的肉煮汤喝
新三国01.mkv,0:27:58,不成啊相国
新三国01.mkv,0:28:03,大凡正人君子其肉都太酸
新三国01.mkv,0:28:08,是酸是酸哪
新三国01.mkv,0:28:12,这咱家一想起来
新三国01.mkv,0:28:14,这牙就觉得酸倒了
新三国01.mkv,0:28:27,洛阳这个鬼地方
新三国01.mkv,0:28:28,比起西凉来那是热多了
新三国01.mkv,0:28:32,你看你看夏天还没到嘛
新三国01.mkv,0:28:35,这就把人热死了
新三国01.mkv,0:28:37,孟德啊哎
新三国01.mkv,0:28:40,我到里边去卧一会儿
新三国01.mkv,0:28:44,留神相国
新三国01.mkv,0:29:14,相国
新三国01.mkv,0:30:18,孟德何为
新三国01.mkv,0:30:20,禀相国
新三国01.mkv,0:30:25,在下近日得到一件无价之宝
新三国01.mkv,0:30:26,七星刀
新三国01.mkv,0:30:28,臣想
新三国01.mkv,0:30:31,如此绝品臣怎配使用
新三国01.mkv,0:30:36,臣知道相国酷爱兵器
新三国01.mkv,0:30:37,诺
新三国01.mkv,0:30:41,臣想把它敬献给相国
新三国01.mkv,0:30:45,拿来我瞧瞧
新三国01.mkv,0:30:49,这是一把普通的刀嘛
新三国01.mkv,0:30:51,平凡之至
新三国01.mkv,0:30:54,怎么能说是绝品呢
新三国01.mkv,0:30:57,相国可否借刀一用
新三国01.mkv,0:31:34,我的天哪
新三国01.mkv,0:31:36,世间竟有如此厉害的刀啊
新三国01.mkv,0:31:41,绝了这真叫一个绝啊
新三国01.mkv,0:31:45,如此宝物何人配用
新三国01.mkv,0:31:47,唯有像相国这样的圣主明君
新三国01.mkv,0:31:50,才可配此宝物啊
新三国01.mkv,0:31:52,孟德啊
新三国01.mkv,0:31:55,你对咱家真是一片忠诚
新三国01.mkv,0:31:58,咱家在这儿谢你了
新三国01.mkv,0:32:07,相国厚恩臣只恨无以为报
新三国01.mkv,0:32:38,孟德
新三国01.mkv,0:32:52,吕将军何为
新三国01.mkv,0:32:52,孟德
新三国01.mkv,0:32:53,莫非你忘了
新三国01.mkv,0:32:56,相国让我送你一匹座骑
新三国01.mkv,0:32:59,你看看此马如何
新三国01.mkv,0:33:00,它可是我亲自为你挑选的一匹
新三国01.mkv,0:33:02,西凉汗血马
新三国01.mkv,0:33:04,可日行八百里
新三国01.mkv,0:33:07,此马如此雄骏
新三国01.mkv,0:33:08,让我骑岂不可惜了
新三国01.mkv,0:33:13,孟德兄言过了
新三国01.mkv,0:33:14,宝马配英雄嘛
新三国01.mkv,0:33:17,在下可否一试
新三国01.mkv,0:33:19,请
新三国01.mkv,0:33:34,孟德兄啊
新三国01.mkv,0:33:36,此马性烈
新三国01.mkv,0:33:39,若想让它俯首听命
新三国01.mkv,0:33:40,非得要有一身英雄气不可
新三国01.mkv,0:33:43,你何不暴喝一声试试
新三国01.mkv,0:33:46,驾
新三国01.mkv,0:34:01,义父
新三国01.mkv,0:34:09,奉先
新三国01.mkv,0:34:10,看见曹操了吗
新三国01.mkv,0:34:13,刚才在府门外相遇了
新三国01.mkv,0:34:15,末将奉命把一匹骏马交给了他
新三国01.mkv,0:34:20,他急忙上马试骑狂奔不止呢
新三国01.mkv,0:34:23,奉先啊
新三国01.mkv,0:34:25,曹操刚才送给咱家一件宝刀啊
新三国01.mkv,0:34:28,你看
新三国01.mkv,0:34:32,此物真乃是天下绝品啊
新三国01.mkv,0:34:34,削铁如泥
新三国01.mkv,0:34:36,方才就这么一刀下去
新三国01.mkv,0:34:38,你看见没有
新三国01.mkv,0:34:38,这铜镜就被剖为两半了
新三国01.mkv,0:34:42,这刀啊真是绝品绝品
新三国01.mkv,0:34:46,义父末将可否瞧瞧此刀
新三国01.mkv,0:34:57,宝刀宝刀啊
新三国01.mkv,0:35:01,曹操说它叫七星刀
新三国01.mkv,0:35:06,七星刀嗯
新三国01.mkv,0:35:08,义父末将听说
新三国01.mkv,0:35:11,司徒王允府里也有一把
新三国01.mkv,0:35:14,世代相传的七星刀
新三国01.mkv,0:35:16,会不会就是这把刀呢
新三国01.mkv,0:35:18,王允
新三国01.mkv,0:35:23,曹操刚才说过啊
新三国01.mkv,0:35:25,王允寿诞时曹操前去拜寿
新三国01.mkv,0:35:29,被王允从府上给赶出来了
新三国01.mkv,0:35:30,既然如此
新三国01.mkv,0:35:33,为什么要送他这个传家之宝呢
新三国01.mkv,0:35:41,不好
新三国01.mkv,0:35:43,曹操是来行刺咱家的
新三国01.mkv,0:35:47,义父您别多疑了
新三国01.mkv,0:35:48,多疑这年头
新三国01.mkv,0:35:50,就是多疑才救了咱家的性命
新三国01.mkv,0:35:54,只要刺客一靠近
新三国01.mkv,0:35:55,咱家就能闻出味来
新三国01.mkv,0:35:57,我想起来了
